"waic","dic"
1689.18841304052,9185.15465357247
1706.2242957158,9179.86986831488
1653.00432453802,9190.79458978027
1703.72880724062,9185.09483581272
1719.26206588203,9186.66807793301
1735.50299229321,9187.97830896385
