"","rand1","rand2","rand3","rand4","rand5","rand6","rand7","rand8","rand9","rand10","rand11","rand12","rand13","rand14","rand15","rand16","rand17","rand18","rand19","rand20"
"BO21_tempmean_ss",0.484202,0.545723,0.504595,0.559433,0.546455,0.543885,0.540932,0.510231,0.506306,0.552167,0.55487,0.494671,0.500178,0.577187,0.531575,0.526087,0.505079,0.529028,0.555504,0.556143
"BO21_salinitymin_ss",0.071808,0.0966,0.082253,0.077862,0.081196,0.076728,0.079254,0.080657,0.082561,0.099357,0.069031,0.080541,0.078406,0.075283,0.07946,0.07608,0.066593,0.086224,0.0766829999999999,0.0802890000000001
"BO21_lightbotmax_bdmax",0.300982,0.274007,0.311089,0.319238,0.273869,0.321418,0.316559,0.296073,0.276989,0.283111,0.293949,0.304644,0.271141,0.332074,0.292147,0.268417,0.283101,0.275283,0.284284,0.300832
"BO_ph",0.102445,0.09859,0.103499,0.0983309999999999,0.103169,0.106493,0.098556,0.108871,0.106019,0.110075,0.103539,0.098722,0.101372,0.107467,0.096981,0.111576,0.109368,0.107762,0.107491,0.100764
"BO21_chlomean_ss",0.082404,0.087113,0.082943,0.082989,0.089795,0.079809,0.079055,0.094882,0.069006,0.084548,0.081054,0.081901,0.082309,0.078943,0.091343,0.087021,0.093669,0.09307,0.067658,0.0789260000000001
"BO21_silicatemean_ss",0.066493,0.070236,0.070123,0.0640039999999999,0.0803,0.054065,0.081896,0.071484,0.073854,0.072298,0.078977,0.07009,0.072808,0.067153,0.0651620000000001,0.062721,0.077061,0.077536,0.069811,0.068639
"BO21_dissoxmin_ss",0.161525,0.155102,0.15516,0.146809,0.147043,0.149773,0.157319,0.134049,0.153543,0.154279,0.159337,0.15713,0.140777,0.146032,0.150001,0.159482,0.156014,0.160606,0.161062,0.148281
