"","rand1","rand2","rand3","rand4","rand5","rand6","rand7","rand8","rand9","rand10","rand11","rand12","rand13","rand14","rand15","rand16","rand17","rand18","rand19","rand20"
"BO21_tempmean_ss",0.387216,0.4295,0.400649,0.459765,0.377616,0.440192,0.399633,0.43899,0.430396,0.374255,0.453004,0.469174,0.402771,0.419166,0.411489,0.366294,0.426321,0.423672,0.441989,0.41749
"BO21_salinitymin_ss",0.047387,0.054634,0.051565,0.047403,0.05144,0.0561469999999999,0.048431,0.0550079999999999,0.066406,0.053478,0.049535,0.050825,0.046249,0.057632,0.056562,0.060141,0.061912,0.067666,0.048152,0.051026
"BO21_lightbotmax_bdmax",0.336748,0.320532,0.321872,0.288127,0.309684,0.328173,0.330695,0.32692,0.306069,0.303833,0.318999,0.31621,0.293304,0.285776,0.318179,0.316801,0.318553,0.323502,0.322434,0.293539
"BO_ph",0.104024,0.101326,0.099922,0.105143,0.098141,0.108152,0.103619,0.098949,0.086529,0.088302,0.099078,0.093607,0.094131,0.093454,0.094507,0.109215,0.088849,0.103158,0.093144,0.105644
"BO21_chlomean_ss",0.056961,0.05457,0.055729,0.051374,0.053685,0.054083,0.054509,0.0545330000000001,0.053646,0.0573939999999999,0.056106,0.057978,0.0510389999999999,0.062093,0.05447,0.049272,0.051307,0.058192,0.055867,0.056941
"BO21_silicatemean_ss",0.100905,0.093626,0.093293,0.109584,0.088305,0.111497,0.09254,0.093583,0.118342,0.090326,0.093732,0.092659,0.078418,0.091246,0.106713,0.084148,0.084089,0.105937,0.101307,0.119764
"BO21_dissoxmin_ss",0.08035,0.074395,0.071682,0.083336,0.082846,0.082044,0.076233,0.073765,0.085179,0.076857,0.074207,0.069117,0.076429,0.077568,0.073746,0.086693,0.079895,0.07359,0.076331,0.074787
