"","RF.RUN1.PA1","GBM.RUN1.PA1","GLM.RUN1.PA1","GAM.RUN1.PA1","RF.RUN2.PA1","GBM.RUN2.PA1","GLM.RUN2.PA1","GAM.RUN2.PA1","RF.RUN3.PA1","GBM.RUN3.PA1","GLM.RUN3.PA1","GAM.RUN3.PA1","RF.RUN4.PA1","GBM.RUN4.PA1","GLM.RUN4.PA1","GAM.RUN4.PA1","RF.RUN5.PA1","GBM.RUN5.PA1","GLM.RUN5.PA1","GAM.RUN5.PA1","RF.RUN6.PA1","GBM.RUN6.PA1","GLM.RUN6.PA1","GAM.RUN6.PA1"
"BO21_tempmax_ss",0.081,0.072,0.813,0.849,0.059,0.283,0.491,0.856,0.069,0.293,0.725,0.769,0.051,0.27,0.678,0.792,0.05,0.26,0.714,0.746,0.063,0.273,0.719,0.858
"BO21_salinitymin_ss",0.054,0.008,0.096,0.413,0.096,0.05,0.081,0.263,0.076,0.063,0.044,0.214,0.109,0.134,0.294,0.125,0.093,0.047,0.03,0.339,0.089,0.054,0.052,0.27
"BO21_lightbotmax_bdmax",0.158,0.339,0.222,0.427,0.263,0.473,0.373,0.336,0.252,0.39,0.347,0.311,0.232,0.554,0.351,0.354,0.375,0.635,0.36,0.451,0.279,0.464,0.35,0.303
"BO_ph",0.035,0.088,0.33,0.167,0.037,0.097,0.321,0.291,0.022,0.045,0.345,0.337,0.041,0.046,0.32,0.372,0.024,0.06,0.319,0.262,0.031,0.058,0.319,0.294
"BO21_chlomean_ss",0.075,0.024,0.437,0.312,0.071,0.027,0.213,0.295,0.084,0.044,0.353,0.45,0.059,0.019,0.406,0.373,0.058,0.033,0.331,0.19,0.061,0.036,0.364,0.332
"BO21_silicatemean_ss",0.048,0.123,0.232,0.283,0.044,0.076,0.307,0.318,0.054,0.093,0.343,0.329,0.065,0.199,0.355,0.359,0.052,0.138,0.34,0.328,0.054,0.122,0.308,0.325
"BO21_dissoxmin_ss",0.066,0.372,0.444,0.493,0.025,0.004,0.211,0.535,0.03,0.005,0.331,0.483,0.037,0.004,0.359,0.471,0.022,0.001,0.322,0.411,0.029,0.003,0.342,0.537
