"scientificName","decimalLongitude","decimalLatitude"
"eclu",-88.0500030518,16.7670001984
"eclu",-79.871673584,9.4066696167
"eclu",-88.0500030518,16.7670001984
"eclu",-74.0907058716,11.3349046707
"eclu",-81.7312333,12.5131333
"eclu",-81.1900024414,24.6766700745
"eclu",-75.5938415527,10.3308868408
"eclu",-74.0907058716,11.3349046707
"eclu",-81.7312333,12.5131333
"eclu",-81.7312333,12.5131333
"eclu",-75.9233889,9.7905833
"eclu",-88.0500030518,16.7670001984
"eclu",-77.3586666,8.6704166
"eclu",-81.7541732788,24.5505599976
"eclu",-75.7706389,10.1748611
"eclu",-77.3268611,8.6167222
"eclu",-74.1283611,11.3256111
"eclu",-81.7333333,12.5004167
"eclu",-81.3752778,13.3136389
"eclu",-81.4143944,13.3655167
"eclu",-75.5938415527,10.3308868408
"eclu",-81.3906333,13.3887667
"eclu",-81.3453903198,13.3574962616
"eclu",-75.7464444,10.2341944
"eclu",-74.1286111,11.3298611
"eclu",-75.7706389,10.1748611
"eclu",-81.7312333,12.5131333
"eclu",-75.6351165771,10.1976585388
"eclu",-77.7783279419,23.7199993134
"eclu",-75.7464444,10.2341944
"eclu",-77.3586666,8.6704166
"eclu",-14.423330307,-7.94500017166
"eclu",-81.7312333,12.5131333
"eclu",-77.3268611,8.6167222
"eclu",-77.3586666,8.6704166
"eclu",-79.8600006104,9.40332984924
"eclu",-76.2076389,9.3801111
"eclu",-74.1283611,11.3256111
"eclu",-77.3268611,8.6167222
"eclu",-77.3586666,8.6704166
"eclu",-35.091,-8.7638
"eclu",-77.3446666,8.639
"eclu",-75.7706389,10.1748611
"eclu",-77.3566666,8.6721666
"eclu",-74.1283611,11.3256111
"eclu",-75.7464444,10.2341944
"eclu",-75.7706389,10.1748611
"eclu",-77.3586666,8.6704166
"eclu",-74.1286111,11.3298611
"eclu",-65.9972229004,18.466999054
"eclu",-77.3587222,8.6621388
"eclu",-75.7464444,10.2341944
"eclu",-81.3970667,13.3987167
"eclu",-81.69695,12.5489166
"eclu",-81.7333333,12.5004167
"eclu",-75.7853889,9.7774167
"eclu",-76.2022778,9.3714444
"eclu",-14.4133300781,-7.96667003632
"eclu",-81.69695,12.5489166
"eclu",-81.7312333,12.5131333
"eclu",-75.8658333,9.7058333
"eclu",-77.7799987793,24.7250003815
"eclu",-78.9833297729,9.55000019073
"eclu",-81.6862833,12.5847166
"eclu",-81.7333333,12.5004167
"eclu",-77.3586666,8.6704166
"eclu",-81.3906333,13.3887667
"eclu",-81.7312333,12.5131333
"eclu",-77.3586666,8.6704166
"eclu",-81.7333333,12.5004167
"eclu",-75.7853889,9.7774167
"eclu",-77.3586666,8.6704166
"eclu",-81.6862833,12.5847166
"eclu",-81.7333333,12.5004167
"eclu",-77.3446666,8.639
"eclu",-74.1286111,11.3298611
"eclu",-75.7706389,10.1748611
