"country","date_year","scientificNameID","year","scientificName","dynamicProperties","superfamilyid","individualCount","associatedReferences","dropped","aphiaID","decimalLatitude","subclassid","phylumid","familyid","catalogNumber","basisOfRecord","terrestrial","maximumDepthInMeters","id","day","order","infraorderid","dataset_id","locality","decimalLongitude","collectionCode","date_end","speciesid","superfamily","date_start","month","genus","bibliographicCitation","eventDate","brackish","superorder","scientificNameAuthorship","absence","superorderid","genusid","originalScientificName","marine","minimumDepthInMeters","preparations","subphylumid","infraclassid","institutionCode","date_mid","infraclass","identifiedBy","class","infraorder","orderid","waterBody","kingdom","recordedBy","classid","phylum","species","subphylum","subclass","family","kingdomid","node_id","sss","shoredistance","sst","bathymetry","fieldNumber","occurrenceStatus","stateProvince","occurrenceID","locationRemarks","associatedMedia","county","modified","dateIdentified","specificEpithet","habitat","institutionID","language","type","fieldNotes","organismQuantity","verbatimEventDate","sampleSizeUnit","island","verbatimLocality","verbatimLatitude","organismQuantityType","samplingProtocol","parentEventID","continent","eventID","islandGroup","samplingEffort","taxonRank","eventRemarks","vernacularName","countryCode","verbatimLongitude","nomenclaturalCode","datasetName","geodeticDatum","taxonomicStatus","previousIdentifications","locationID","verbatimCoordinates","datasetID","sampleSizeValue","depth","locationAccordingTo","georeferencedBy","ownerInstitutionCode","higherGeographyID","georeferenceProtocol","rightsHolder","recordNumber","georeferencedDate","higherGeography","georeferenceRemarks","license","identificationVerificationStatus","identificationRemarks","verbatimSRS","georeferenceVerificationStatus","verbatimCoordinateSystem","accessRights","coordinateUncertaintyInMeters","references","municipality","nameAccordingTo","verbatimDepth","occurrenceRemarks","sex","typeStatus","otherCatalogNumbers","lifeStage","infraspecificEpithet","subspecies","subspeciesid","collectionID","disposition","georeferenceSources","eventTime","footprintWKT","startDayOfYear"
"Colombia",2007,"urn:lsid:marinespecies.org:taxname:213380","2007","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,12.5847166,149854,1806,179653,NA,"HumanObservation",FALSE,6,"40648c41-9ddc-49ee-9670-6a8ca4386272","18","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, little Reef Estación LIT 1",-81.6862833,NA,1184716800000,213380,"Odontophora",1184716800000,"07","Echinometra",NA,"2007-07-18",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,3,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1184716800000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Kelly Gómez Campo | Raul Navas Camacho",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.72,291,28.18,5,NA,"Presente","Archipiélago de San Andrés, Providencia y Santa Catalina","INVEMAR:SIMAC:InvVag:LIT-1:2007:S4:001959",NA,NA,"San Andrés",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","59","2007/07/18","metros cuadrados","San Andrés Isla","Little Reef 1","12° 35' 4.9"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:LIT","SA","INVEMAR:SIMAC:InvVag:LIT-1","Archipiélago de San Andrés, Providencia y Santa Catalina","5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somera.","Erizo","CO","81° 41' 10.6"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2007","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","81° 41' 10.6"" W 12° 35' 4.9"" N","INVEMAR:SIMAC:1999","20",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2017,"urn:lsid:marinespecies.org:taxname:213380","2017","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,12.5004167,149854,1806,179653,NA,"HumanObservation",FALSE,18,"415eec8f-7383-414e-bebd-7c0e8134ecab","31","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Iguana Estación IGU 1",-81.7333333,NA,1504137600000,213380,"Odontophora",1504137600000,"08","Echinometra",NA,"2017-08-31",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,3,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1504137600000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Laura Sanchez Valencia",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,70,28.18,-6,NA,"Presente","Archipiélago de San Andrés, Providencia y Santa Catalina","INVEMAR:SIMAC:InvVag:IGU-1:2017:S3:003284",NA,NA,"San Andrés",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","1","2017/08/31","metros cuadrados","San Andrés Isla","Iguana","12° 30' 1.5"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:IGU","SA","INVEMAR:SIMAC:InvVag:IGU-1","Archipiélago de San Andrés, Providencia y Santa Catalina","5 transectos X 3 parcelas= 15 transectos","Especie","Niveles profundidad somero, intermedio y profundo. Datos de la Estación insertada del proyecto SIMAC.","Erizo","CO","81° 43' 59.9"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2017","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","81° 43' 59.9"" W 12° 30' 1.5"" N","INVEMAR:SIMAC:1999","20",10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2004,"urn:lsid:marinespecies.org:taxname:213380","2004","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,8.639,149854,1806,179653,NA,"HumanObservation",FALSE,3,"418591f4-14c2-4a57-8699-65b9bd90815e","06","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Ensenada Capurganá Estación CAP 1",-77.3446666,NA,1.08648e+12,213380,"Odontophora",1.08648e+12,"06","Echinometra",NA,"2004-06-06",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,2,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1.08648e+12,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Alberto Rodríguez Ramirez | Martha Alejandra Ortiz Del Rio",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",29.14,160,28.32,-7,NA,"Presente","Chocó","INVEMAR:SIMAC:InvVag:CAP-1:2004:S3:001227",NA,NA,"Acandí",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","1","2004/06/06","metros cuadrados",NA,"Capurganá 1","8° 38' 20.4"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:CAP","SA","INVEMAR:SIMAC:InvVag:CAP-1",NA,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somera.","Erizo","CO","77° 20' 40.7"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2004","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","77° 20' 40.7"" W 8° 38' 20.4"" N","INVEMAR:SIMAC:1999","20",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capurganá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2009,"urn:lsid:marinespecies.org:taxname:213380","2009","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,11.3298611,149854,1806,179653,NA,"HumanObservation",FALSE,17,"42c792b6-cf91-4cf3-ada9-4db71f8e4bcf","04","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Parque Nacional Natural Tayrona, Bahía Chengue C2 Estación CHE 2",-74.1286111,NA,1257292800000,213380,"Odontophora",1257292800000,"11","Echinometra",NA,"2009-11-04",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,3,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1257292800000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Angelica Batista | Raul Navas Camacho",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.36,49,27.31,-10,NA,"Presente","Magdalena","INVEMAR:SIMAC:InvVag:CHE-2:2009:S5:002375",NA,NA,"Santa Marta",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","1","2009/11/04","metros cuadrados",NA,"Chengue C2","11° 19' 47.4"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:CHE","SA","INVEMAR:SIMAC:InvVag:CHE-2",NA,"5 transectos X 3 parcelas= 15 transectos","Especie","Niveles profundidad somero, intermedio, profundo.","Erizo","CO","74° 7' 42.9"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2009","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","74° 7' 42.9"" W 11° 19' 47.4"" N","INVEMAR:SIMAC:1999","20",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2010,"urn:lsid:marinespecies.org:taxname:213380","2010","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,10.1748611,149854,1806,179653,NA,"HumanObservation",FALSE,19,"44182bba-101e-4651-b845-cf0ce1c1b1f3","12","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Parque Nacional Natural Corales del Rosario y San Bernardo, Isla Pavitos Estación PAV 1",-75.7706389,NA,1281571200000,213380,"Odontophora",1281571200000,"08","Echinometra",NA,"2010-08-12",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,9,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1281571200000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Raul Navas Camacho | Cindy Melissa Montero",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.19,107,28.7,8,NA,"Presente","Bolívar","INVEMAR:SIMAC:InvVag:PAV-1:2010:M5:002499",NA,NA,"Cartagena de Indias",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","2","2010/08/12","metros cuadrados","Isla Pavitos","Pavitos","10° 10' 29.4"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:PAV","SA","INVEMAR:SIMAC:InvVag:PAV-1","Archipiélago Corales del Rosario y San Bernardo","5 transectos X 3 parcelas= 15 transectos","Especie","Nivel pofundidad somero, medio, profundo.","Erizo","CO","75° 46' 14.3"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2010","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","75° 46' 14.3"" W 10° 10' 29.4"" N","INVEMAR:SIMAC:1999","20",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Panama",1988,"urn:lsid:marinespecies.org:taxname:213380","1988","Echinometra lucunter","observedindividualcount=1;",510604,"1.0","National Museum of Natural History, Smithsonian Institution",FALSE,213380,9.39999961853,149854,1806,179653,"E52925.360365","PreservedSpecimen",FALSE,NA,"4437ff17-57d4-4895-8363-8abf7d7e6d90","12","Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b","Largo Remo Island, On Reef In Front Of Droque Island",-79.8333282471,"Invertebrate Zoology: Echinoderms",576806400000,213380,"Odontophora",576806400000,"4","Echinometra","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_p [...]","1988-04-12T12:00:00Z",FALSE,"Echinacea","(Linnaeus)",FALSE,149855,179659,"Echinometra lucunter",TRUE,NA,"Alcohol (Ethanol)",148744,510517,"USNM",576806400000,"Carinacea","Ahearn, Cynthia","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","Smithsonian Tropical Research Institute",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.1,292,28.2,2,NA,NA,"Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2002,"urn:lsid:marinespecies.org:taxname:213380","2002","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,9.7058333,149854,1806,179653,NA,"HumanObservation",FALSE,12,"45acb1c4-ca80-41af-b6d1-81872cfd3664","03","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Parque Nacional Natural Corales del Rosario y San Bernardo, Isla Ceycen Estación CEY 2",-75.8658333,NA,1.020384e+12,213380,"Odontophora",1.020384e+12,"05","Echinometra",NA,"2002-05-03",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,9,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1.020384e+12,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Raul Navas Camacho | Nelson Manrique",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",34.82,1672,28.89,80,NA,"Presente","Bolívar","INVEMAR:SIMAC:InvVag:CEY-2:2002:M3:000385",NA,NA,"Cartagena de Indias",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","8","2002/05/03","metros cuadrados","Isla Ceycen","Ceycen 2","9° 42' 20.9"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:CEY","SA","INVEMAR:SIMAC:InvVag:CEY-2","Archipiélago Corales del Rosario y San Bernardo","5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad intermedio.","Erizo","CO","75° 51' 56.9"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2002","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","75° 51' 56.9"" W 9° 42' 20.9"" N","INVEMAR:SIMAC:1999","20",10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2006,"urn:lsid:marinespecies.org:taxname:213380","2006","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,12.5004167,149854,1806,179653,NA,"HumanObservation",FALSE,18,"45b2f61f-09aa-4e15-aafd-81b3555ea8d0","20","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Iguana Estación IGU 1",-81.7333333,NA,1158710400000,213380,"Odontophora",1158710400000,"09","Echinometra",NA,"2006-09-20",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,3,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1158710400000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Alfredo Abril | Kelly Gómez Campo",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,70,28.18,-6,NA,"Presente","Archipiélago de San Andrés, Providencia y Santa Catalina","INVEMAR:SIMAC:InvVag:IGU-1:2006:M4:001674",NA,NA,"San Andrés",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","4","2006/09/20","metros cuadrados","San Andrés Isla","Iguana","12° 30' 1.5"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:IGU","SA","INVEMAR:SIMAC:InvVag:IGU-1","Archipiélago de San Andrés, Providencia y Santa Catalina","5 transectos X 3 parcelas= 15 transectos","Especie","Niveles profundidad somero, intermedio y profundo. Datos de la Estación insertada del proyecto SIMAC.","Erizo","CO","81° 43' 59.9"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2006","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","81° 43' 59.9"" W 12° 30' 1.5"" N","INVEMAR:SIMAC:1999","20",10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2001,"urn:lsid:marinespecies.org:taxname:213380","2001","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,10.1748611,149854,1806,179653,NA,"HumanObservation",FALSE,19,"46ba5621-898d-49ac-a96e-28ca0db65207","08","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Parque Nacional Natural Corales del Rosario y San Bernardo, Isla Pavitos Estación PAV 1",-75.7706389,NA,1007769600000,213380,"Odontophora",1007769600000,"12","Echinometra",NA,"2001-12-08",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,9,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1007769600000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Diego Duque | Nelson Manrique",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.19,107,28.7,8,NA,"Presente","Bolívar","INVEMAR:SIMAC:InvVag:PAV-1:2001:P4:000333",NA,NA,"Cartagena de Indias",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","1","2001/12/08","metros cuadrados","Isla Pavitos","Pavitos","10° 10' 29.4"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:PAV","SA","INVEMAR:SIMAC:InvVag:PAV-1","Archipiélago Corales del Rosario y San Bernardo","5 transectos X 3 parcelas= 15 transectos","Especie","Nivel pofundidad somero, medio, profundo.","Erizo","CO","75° 46' 14.3"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2001","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","75° 46' 14.3"" W 10° 10' 29.4"" N","INVEMAR:SIMAC:1999","20",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2006,"urn:lsid:marinespecies.org:taxname:213380","2006","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,13.3623667,149854,1806,179653,NA,"HumanObservation",FALSE,6,"47c60838-0e22-4b56-bef4-5e1a828b6bce","30","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, San Felipe Estación SFE 1",-81.4142778,NA,1159574400000,213380,"Odontophora",1159574400000,"09","Echinometra",NA,"2006-09-30",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,3,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1159574400000,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Nicasio Howard | Katherine Bernal",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.74,2410,28.14,89,NA,"Presente","Archipiélago de San Andrés, Providencia y Santa Catalina","INVEMAR:SIMAC:InvVag:SFE-1:2006:S1:001774",NA,NA,"Providencia",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","1","2006/09/30","metros cuadrados","Providencia","San Felipe 1","13° 21' 44.5"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:SFE","SA","INVEMAR:SIMAC:InvVag:SFE-1","Archipiélago de San Andrés, Providencia y Santa Catalina","5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somero.","Erizo","CO","81° 24' 51.4"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2006","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","81° 24' 51.4"" W 13° 21' 44.5"" N","INVEMAR:SIMAC:1999","20",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2017,"urn:lsid:marinespecies.org:taxname:213380","2017","Echinometra lucunter",NA,510604,NA,NA,FALSE,213380,12.5687,149854,1806,179653,NA,"HumanObservation",FALSE,12,"48977eda-44fa-4a9c-917b-5de560c0e0e2","01","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Emisario Estación EMI 2",-81.7258,NA,1.504224e+12,213380,"Odontophora",1.504224e+12,"09","Echinometra",NA,"2017-09-01",FALSE,"Echinacea","(Linnaeus, 1758)",FALSE,149855,179659,"Echinometra lucunter",TRUE,9,NA,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1.504224e+12,"Carinacea",NA,"Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Laura Sanchez Valencia",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,254,28.18,175,NA,"Presente","Archipiélago de San Andrés, Providencia y Santa Catalina","INVEMAR:SIMAC:InvVag:EMI-2:2017:M4:003286",NA,NA,"San Andrés",NA,NA,"lucunter","Area coralina","800250062-0","es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","6","2017/09/01","metros cuadrados","San Andrés Isla","Emisario 2","12° 34' 7.3"" N","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:EMI","SA","INVEMAR:SIMAC:InvVag:EMI-2","Archipiélago de San Andrés, Providencia y Santa Catalina","5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad intermedio.","Erizo","CO","81° 43' 32.8"" W","ICZN","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2017","WGS84","Válido","Echinometra lucunter","http://marineregions.org/mrgid/25303","81° 43' 32.8"" W 12° 34' 7.3"" N","INVEMAR:SIMAC:1999","20",10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1980,"urn:lsid:marinespecies.org:taxname:513696","1980","Echinometra lucunter polypora","observedindividualcount=1;",510604,"1.0","National Museum of Natural History, Smithsonian Institution",FALSE,513696,-7.8933300972,149854,1806,179653,"E34206.342208","PreservedSpecimen",FALSE,3,"48eb3f42-5fbe-4a97-9f9b-43743742d342","30","Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b","Ascension Island, English Bay, NE Edge Of Bay",-14.3833303452,"Invertebrate Zoology: Echinoderms",333763200000,213380,"Odontophora",333763200000,"7","Echinometra","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_p [...]","1980-07-30T12:00:00Z",FALSE,"Echinacea","Pawson",FALSE,149855,179659,"Echinometra lucunter polypora",TRUE,NA,"Alcohol (Ethanol)",148744,510517,"USNM",333763200000,"Carinacea","Ahearn, Cynthia","Echinoidea","Echinidea",510518,"South Atlantic Ocean","Animalia","Grice Marine Biological Laboratory",123082,"Echinodermata","Echinometra lucunter","Echinozoa","Euechinoidea","Echinometridae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",36.03,56,26.14,-24,"GMBL 80-41",NA,NA,NA,NA,NA,NA,NA,"1987-05-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Echinometra lucunter polypora",513696,NA,NA,NA,NA,NA,NA
