"","rand1","rand2","rand3","rand4","rand5","rand6","rand7","rand8","rand9","rand10","rand11","rand12","rand13","rand14","rand15","rand16","rand17","rand18","rand19","rand20"
"BO21_tempmean_ss",0.484424,0.473589,0.445174,0.467379,0.476206,0.476327,0.460067,0.478705,0.442013,0.467991,0.445163,0.475355,0.442907,0.450554,0.456246,0.453684,0.460142,0.481744,0.451815,0.452244
"BO21_salinitymin_ss",0.23909,0.271186,0.269271,0.26718,0.288087,0.271488,0.25607,0.280685,0.279375,0.269131,0.245655,0.255214,0.261889,0.259203,0.26288,0.249482,0.254977,0.268445,0.235647,0.282295
"BO21_lightbotmax_bdmax",0.0310279999999999,0.035975,0.036295,0.0453,0.037946,0.040828,0.039873,0.037714,0.046203,0.045019,0.038845,0.039946,0.041458,0.039004,0.03399,0.038969,0.04148,0.041858,0.03893,0.046706
"BO_ph",0.106801,0.110524,0.117825,0.118642,0.133495,0.123097,0.115304,0.117246,0.114327,0.112173,0.137337,0.113797,0.117247,0.123426,0.113579,0.115195,0.113192,0.12167,0.120255,0.104968
"BO21_chlomean_ss",0.08317,0.083894,0.0887019999999999,0.085313,0.078895,0.090824,0.08449,0.083184,0.077245,0.076896,0.074829,0.090234,0.078291,0.092805,0.082759,0.080185,0.077118,0.08214,0.085624,0.091773
"BO21_silicatemean_ss",0.060899,0.053167,0.05471,0.055046,0.055667,0.055412,0.049025,0.055597,0.053875,0.05076,0.058897,0.057701,0.049352,0.050974,0.054353,0.052588,0.0488730000000001,0.055508,0.064459,0.049248
"BO21_dissoxmin_ss",0.077251,0.075089,0.0795630000000001,0.079408,0.079209,0.086297,0.076922,0.074074,0.080651,0.07922,0.07585,0.0814,0.078361,0.077999,0.0811500000000001,0.083548,0.081807,0.084181,0.080552,0.07709
