"","RF.RUN1.PA1","GBM.RUN1.PA1","GLM.RUN1.PA1","GAM.RUN1.PA1","RF.RUN2.PA1","GBM.RUN2.PA1","GLM.RUN2.PA1","GAM.RUN2.PA1","RF.RUN3.PA1","GBM.RUN3.PA1","GLM.RUN3.PA1","GAM.RUN3.PA1","RF.RUN4.PA1","GBM.RUN4.PA1","GLM.RUN4.PA1","GAM.RUN4.PA1","RF.RUN5.PA1","GBM.RUN5.PA1","GLM.RUN5.PA1","GAM.RUN5.PA1","RF.RUN6.PA1","GBM.RUN6.PA1","GLM.RUN6.PA1","GAM.RUN6.PA1"
"BO21_tempmax_ss",0.103,0.565,0.922,0.965,0.131,0.626,0.974,0.957,0.189,0.674,0.866,0.914,0.127,0.06,0.958,0.914,0.115,0.519,0.911,0.591,0.161,0.622,0.966,0.958
"BO21_salinitymin_ss",0.193,0.329,0.441,0.46,0.2,0.316,0.475,0.518,0.216,0.316,0.389,0.664,0.189,0.08,0.473,0.549,0.215,0.317,0.497,0.449,0.214,0.3,0.496,0.538
"BO21_lightbotmax_bdmax",0.037,0.025,0.09,0.127,0.03,0.019,0.08,0.101,0.028,0.009,0.103,0.12,0.025,0.038,0.077,0.117,0.026,0.008,0.08,0.075,0.031,0.01,0.077,0.13
"BO_ph",0.073,0.201,0.288,0.23,0.088,0.144,0.272,0.289,0.062,0.157,0.338,0.299,0.048,0.235,0.273,0.324,0.058,0.171,0.247,0.269,0.07,0.154,0.278,0.234
"BO21_chlomean_ss",0.073,0.083,0.35,0.365,0.035,0.036,0.464,0.433,0.032,0.011,0.27,0.212,0.087,0.086,0.389,0.396,0.043,0.041,0.488,0.498,0.047,0.047,0.42,0.445
"BO21_silicatemean_ss",0.026,0.003,0.066,0.136,0.028,0.014,0.14,0.198,0.032,0.025,0.176,0.251,0.029,0.027,0.092,0.132,0.03,0.007,0.084,0.132,0.03,0.01,0.105,0.167
"BO21_dissoxmin_ss",0.068,0,0.372,0.518,0.068,0.001,0.465,0.554,0.055,0,0.372,0.463,0.072,0.409,0.438,0.38,0.101,0.017,0.437,0.503,0.069,0.001,0.452,0.526
