"","rand1","rand2","rand3","rand4","rand5","rand6","rand7","rand8","rand9","rand10","rand11","rand12","rand13","rand14","rand15","rand16","rand17","rand18","rand19","rand20"
"BO21_tempmean_ss",0.285508,0.26908,0.275575,0.271849,0.287489,0.279958,0.27264,0.281191,0.262364,0.283427,0.307412,0.263238,0.270837,0.272088,0.270001,0.302168,0.30478,0.270692,0.27931,0.251571
"BO21_salinitymin_ss",0.259154,0.254186,0.280807,0.294894,0.272865,0.258777,0.268973,0.274915,0.248872,0.279078,0.251957,0.28257,0.271491,0.259829,0.257756,0.236118,0.289872,0.255597,0.282716,0.258697
"BO21_lightbotmax_bdmax",0.01981,0.020167,0.018358,0.024246,0.013622,0.022131,0.019181,0.019092,0.016849,0.018668,0.021282,0.023651,0.019774,0.015096,0.021956,0.021895,0.021593,0.0232869999999999,0.013674,0.023312
"BO_ph",0.042311,0.046515,0.0407459999999999,0.045822,0.045607,0.045565,0.04948,0.052251,0.057975,0.045228,0.056181,0.04471,0.059661,0.04558,0.052781,0.045,0.048551,0.049713,0.04809,0.038361
"BO21_chlomean_ss",0.062293,0.069984,0.068752,0.063101,0.061476,0.067991,0.064634,0.065927,0.073123,0.072644,0.063175,0.059307,0.076917,0.060713,0.065941,0.066076,0.088492,0.069279,0.064506,0.074251
"BO21_silicatemean_ss",0.04834,0.044077,0.047848,0.039262,0.04372,0.049134,0.054599,0.0455179999999999,0.045276,0.045191,0.045801,0.046762,0.04888,0.051377,0.0419040000000001,0.040479,0.048573,0.051832,0.044524,0.047733
"BO21_dissoxmin_ss",0.033559,0.032029,0.031119,0.03442,0.031579,0.035541,0.034315,0.033285,0.038188,0.036415,0.035658,0.035639,0.032437,0.034379,0.035242,0.037268,0.034547,0.033471,0.035973,0.033205
