"country","date_year","scientificNameID","year","scientificName","superfamilyid","individualCount","dropped","aphiaID","decimalLatitude","subclassid","phylumid","familyid","basisOfRecord","terrestrial","id","day","order","infraorderid","dataset_id","decimalLongitude","collectionCode","date_end","speciesid","superfamily","date_start","month","genus","bibliographicCitation","eventDate","brackish","superorder","absence","superorderid","genusid","originalScientificName","marine","subphylumid","infraclassid","institutionCode","date_mid","infraclass","class","infraorder","orderid","waterBody","kingdom","recordedBy","classid","phylum","species","coordinatePrecision","subphylum","subclass","family","kingdomid","node_id","sss","shoredistance","sst","bathymetry","catalogNumber","occurrenceStatus","maximumDepthInMeters","occurrenceID","collectionID","eventID","minimumDepthInMeters","depth","locality","identifiedBy","dynamicProperties","associatedReferences","stateProvince","scientificNameAuthorship","preparations","subspecies","subspeciesid","fieldNumber","verbatimDepth","occurrenceRemarks","county","modified","dateIdentified","specificEpithet","habitat","institutionID","organismID","samplingProtocol","continent","coordinateUncertaintyInMeters","eventRemarks","taxonID","vernacularName","locationRemarks","countryCode","datasetName","lifeStage","locationID","datasetID","associatedSequences","language","type","fieldNotes","organismQuantity","verbatimEventDate","sampleSizeUnit","verbatimLocality","verbatimLatitude","organismQuantityType","parentEventID","islandGroup","samplingEffort","taxonRank","verbatimLongitude","nomenclaturalCode","geodeticDatum","taxonomicStatus","previousIdentifications","verbatimCoordinates","sampleSizeValue","island","infraspecificEpithet","recordNumber","higherGeography","typeStatus","georeferenceSources","rightsHolder","disposition","otherCatalogNumbers","sex","locationAccordingTo","georeferencedBy","ownerInstitutionCode","higherGeographyID","georeferenceProtocol","georeferencedDate","georeferenceRemarks","license","identificationVerificationStatus","identificationRemarks","verbatimSRS","georeferenceVerificationStatus","verbatimCoordinateSystem","accessRights","footprintWKT","municipality","taxonRemarks","materialSampleID","references","minimumElevationInMeters","maximumElevationInMeters","eventTime"
"Brazil",1963,"urn:lsid:marinespecies.org:taxname:367850","1963","Lytechinus variegatus",510604,"4.0",FALSE,367850,-2.48300004005,149854,1806,123179,"PreservedSpecimen",FALSE,"15a0f594-5853-42ee-9203-c8354456d420","12","Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-40.733001709,"Invertebrate Zoology: Echinoderms",-214876800000,367850,"Odontophora",-214876800000,"3","Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1963-03-12T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"USNM",-214876800000,"Carinacea","Echinoidea","Echinidea",510518,"South Atlantic Ocean","Animalia",NA,123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",36.13,40848,27.88,17,"E24722.332577",NA,27,NA,NA,NA,27,27,"Off Of","Pawson, Dave L.","observedindividualcount=4;","National Museum of Natural History, Smithsonian Institution",NA,"(Lamarck)","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2012,"urn:lsid:marinespecies.org:taxname:367850","2012","Lytechinus variegatus",510604,NA,FALSE,367850,10.1748611,149854,1806,123179,"HumanObservation",FALSE,"15a6d402-fd13-4013-9486-662805f32324","23","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce",-75.7706389,NA,1350950400000,367850,"Odontophora",1350950400000,"10","Lytechinus",NA,"2012-10-23",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1350950400000,"Carinacea","Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Diego Duque | Kelly Gómez Campo",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.19,107,28.7,8,NA,"present",19,"INVEMAR:SIMAC:InvVag:PAV-1:2012:M1:002838",NA,"INVEMAR:SIMAC:InvVag:PAV-1:2012-10-23",9,14,"Parque Nacional Natural Corales del Rosario y San Bernardo, Isla Pavitos Estación PAV 1",NA,NA,NA,"Bolívar","(Lamarck, 1816)",NA,NA,NA,NA,NA,NA,"Cartagena de Indias",NA,NA,"variegatus","Area coralina","800250062-0",NA,"Protocolo SIMAC - Abundancia de invertebrados vágiles","SA",NA,"Nivel pofundidad somero, medio, profundo.",NA,"Erizo",NA,"CO","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2012",NA,"http://marineregions.org/mrgid/25303","INVEMAR:SIMAC:2012",NA,"es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","3","2012/10/23","metros cuadrados","Pavitos","10° 10' 29.4"" N","Individuos","INVEMAR:SIMAC:InvVag:PAV","Archipiélago Corales del Rosario y San Bernardo","5 transectos X 3 parcelas= 15 transectos","Especie","75° 46' 14.3"" W","ICZN","WGS84","Válido","Lytechinus variegatus","75° 46' 14.3"" W 10° 10' 29.4"" N","20","Isla Pavitos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1977,"urn:lsid:marinespecies.org:taxname:367850","1977","Lytechinus variegatus",510604,"2.0",FALSE,367850,32.9000015259,149854,1806,123179,"PreservedSpecimen",FALSE,"15d294fd-934e-4c80-bd4c-3a1d22c8dba9","17","Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-79.1999969482,"Invertebrate Zoology: Echinoderms",248572800000,367850,"Odontophora",248572800000,"11","Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1977-11-17T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"USNM",248572800000,"Carinacea","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","Texas Instruments For BLM / MMS",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.89,19325,22.7,16,"E19364.326912",NA,16,NA,NA,NA,16,16,"Off South Carolina","Shaw, K.","observedindividualcount=2;","National Museum of Natural History, Smithsonian Institution",NA,"(Lamarck)","Dry",NA,NA,"1225",NA,NA,NA,NA,"1978-02-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1966,"urn:lsid:marinespecies.org:taxname:367850","1966","Lytechinus variegatus",510604,"1.0",FALSE,367850,27.6170005798,149854,1806,123179,"PreservedSpecimen",FALSE,"15d3a218-649b-4d83-9488-73ddde073024",NA,"Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-83.4670028687,"Invertebrate Zoology: Echinoderms",-110505600000,367850,"Odontophora",-110505600000,NA,"Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1966-07-02T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"USNM",-110505600000,"Carinacea","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","Florida Department of Natural Resources",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.94,66427,24.82,36,"E15046.322226",NA,37,NA,NA,NA,37,37,"36 Miles West Of Egmont Key","Serafy, D. K.","observedindividualcount=1;","National Museum of Natural History, Smithsonian Institution","Florida","(Lamarck)","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1967,"urn:lsid:marinespecies.org:taxname:367850","1967","Lytechinus variegatus",510604,"3.0",FALSE,367850,27.6170005798,149854,1806,123179,"PreservedSpecimen",FALSE,"15e76d38-ff81-46f4-9fee-f27aec21b935",NA,"Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-83.4670028687,"Invertebrate Zoology: Echinoderms",-78969600000,367850,"Odontophora",-78969600000,NA,"Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1967-07-02T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"USNM",-78969600000,"Carinacea","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","Florida Department of Natural Resources",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.94,66427,24.82,36,"E15052.322233",NA,37,NA,NA,NA,37,37,"36 Miles West Of Egmont Key","Serafy, D. K.","observedindividualcount=3;","National Museum of Natural History, Smithsonian Institution","Florida","(Lamarck)","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1985,"urn:lsid:marinespecies.org:taxname:367850","1985","Lytechinus variegatus",510604,"1.0",FALSE,367850,26.2830600739,149854,1806,123179,"PreservedSpecimen",FALSE,"16009bbd-57f4-46bf-ae4c-8926c390a217","21","Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-82.7277832031,"Invertebrate Zoology: Echinoderms",496108800000,367850,"Odontophora",496108800000,"9","Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1985-09-21T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"USNM",496108800000,"Carinacea","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","Lgl Ecological Research Associates/ Environmental Science And Engineering For BLM/ MMS",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",36.11,58519,25.45,32,"E41048.349497",NA,32,NA,NA,NA,32,32,"Fort Myers, West Of","Nance","observedindividualcount=1;","National Museum of Natural History, Smithsonian Institution","Florida","(Lamarck)","Alcohol (Ethanol)",NA,NA,"5/VIII-07-TDS",NA,NA,NA,NA,"1985-10-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2008,"urn:lsid:marinespecies.org:taxname:367850","2008","Lytechinus variegatus",510604,NA,FALSE,367850,9.7055278,149854,1806,123179,"HumanObservation",FALSE,"162c4c94-11d6-42bf-b509-9965eb6fac9d","02","Camarodonta",510534,"fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce",-75.8661389,NA,1222905600000,367850,"Odontophora",1222905600000,"10","Lytechinus",NA,"2008-10-02",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",1222905600000,"Carinacea","Echinoidea","Echinidea",510518,"Mar Caribe","Animalia","Catalina Casas | Johanna Carolina Vega Sequeda",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",34.82,1678,28.89,80,NA,"present",6,"INVEMAR:SIMAC:InvVag:CEY-1:2008:S1:002132",NA,"INVEMAR:SIMAC:InvVag:CEY-1:2008-10-02",3,4.5,"Parque Nacional Natural Corales del Rosario y San Bernardo, Ceycen Estación CEY 1",NA,NA,NA,"Bolívar","(Lamarck, 1816)",NA,NA,NA,NA,NA,NA,"Cartagena de Indias",NA,NA,"variegatus","Area coralina","800250062-0",NA,"Protocolo SIMAC - Abundancia de invertebrados vágiles","SA",NA,"Nivel profundidad somero. Intermedio del Pacifico es equivalente a somero del Caribe.",NA,"Erizo",NA,"CO","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2008",NA,"http://marineregions.org/mrgid/25303","INVEMAR:SIMAC:2008",NA,"es","Evento","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","2","2008/10/02","metros cuadrados","Ceycen 1","9° 42' 19.9"" N","Individuos","INVEMAR:SIMAC:InvVag:CEY","Archipiélago Corales del Rosario y San Bernardo","5 transectos X 3 parcelas= 15 transectos","Especie","75° 51' 58.1"" W","ICZN","WGS84","Válido","Lytechinus variegatus","75° 51' 58.1"" W 9° 42' 19.9"" N","20","Isla Ceycen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1967,"urn:lsid:marinespecies.org:taxname:367850","1967","Lytechinus variegatus",510604,"1.0",FALSE,367850,27.6170005798,149854,1806,123179,"PreservedSpecimen",FALSE,"16b9b2d2-acd9-4813-8dab-164deef075b4",NA,"Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-83.1169967651,"Invertebrate Zoology: Echinoderms",-78969600000,367850,"Odontophora",-78969600000,NA,"Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1967-07-02T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"USNM",-78969600000,"Carinacea","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","Florida Department of Natural Resources",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.94,34844,24.64,22,"E15085.322269",NA,18,NA,NA,NA,18,18,"18 Miles West Of Egmont Key","Serafy, D. K.","observedindividualcount=1;","National Museum of Natural History, Smithsonian Institution","Florida","(Lamarck)","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1967,"urn:lsid:marinespecies.org:taxname:367850","1967","Lytechinus variegatus",510604,"13.0",FALSE,367850,26.3999996185,149854,1806,123179,"PreservedSpecimen",FALSE,"170dbcf8-8182-4b28-9672-bd4ef07a221f",NA,"Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-82.0999984741,"Invertebrate Zoology: Echinoderms",-78969600000,367850,"Odontophora",-78969600000,NA,"Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1967-07-02T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"USNM",-78969600000,"Carinacea","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","Florida Department of Natural Resources",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",36.16,2694,25.4,6,"E15077.322260",NA,6,NA,NA,NA,6,6,"2 Miles West Of Sanibel Island","Serafy, D. K.","observedindividualcount=13;","National Museum of Natural History, Smithsonian Institution","Florida","(Lamarck)","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1967,"urn:lsid:marinespecies.org:taxname:367850","1967","Lytechinus variegatus",510604,"2.0",FALSE,367850,27.6170005798,149854,1806,123179,"PreservedSpecimen",FALSE,"18551714-b0a1-499c-b9f6-ffa300d38977",NA,"Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-83.1169967651,"Invertebrate Zoology: Echinoderms",-78969600000,367850,"Odontophora",-78969600000,NA,"Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1967-07-02T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"USNM",-78969600000,"Carinacea","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","Florida Department of Natural Resources",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.94,34844,24.64,22,"E15095.322280",NA,18,NA,NA,NA,18,18,"18 Miles West Of Egmont Key","Serafy, D. K.","observedindividualcount=2;","National Museum of Natural History, Smithsonian Institution","Florida","(Lamarck)","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1984,"urn:lsid:marinespecies.org:taxname:422800","1984","Lytechinus variegatus carolinus",510604,"3.0",FALSE,422800,30.3366699219,149854,1806,123179,"PreservedSpecimen",FALSE,"1896c055-9e64-456b-98a3-011800fae8a6","22","Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-80.3983306885,"Invertebrate Zoology: Echinoderms",4.54032e+11,367850,"Odontophora",4.54032e+11,"5","Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1984-05-22T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus carolinus",TRUE,148744,510517,"USNM",4.54032e+11,"Carinacea","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia",NA,123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",36.21,93960,25.12,37,"E33227.341456",NA,40,NA,NA,NA,40,40,NA,"Turner, R. L.","observedindividualcount=3;","National Museum of Natural History, Smithsonian Institution","Florida","Agassiz","Dry","Lytechinus variegatus carolinus",422800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1977,"urn:lsid:marinespecies.org:taxname:367850","1977","Lytechinus variegatus",510604,"4.0",FALSE,367850,27.6718997955,149854,1806,123179,"HumanObservation",FALSE,"18b45ae0-ea35-4a13-9684-186c514861d3","23","Camarodonta",510534,"982d4bc2-c3f1-4018-befd-ed34b101e4b1",-83.8906021118,"DAUPHIN ISLAND MAFLA OCS data",241142400000,367850,"Odontophora",241142400000,"8","Lytechinus","US National Oceanographic Data Center. 2011. South Texas Outer Continental Shelf (STOCS) and Mississippi, Alabama, and Florida (MAFLA) Outer Continental Shelf study benthic organism sampling programs 1974-1978. US National Oceanographic Data Center. Silver Spring, Maryland, USA. Retrieve from http://obisusa.nbii.gov.","1977-08-23T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"BOEMRE",241142400000,"Carinacea","Echinoidea","Echinidea",510518,"Gulf of Mexico","Animalia","T.S. HOPKINS",123082,"Echinodermata","Lytechinus variegatus","10000.0","Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.89,104604,25.02,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1977,"urn:lsid:marinespecies.org:taxname:367850","1977","Lytechinus variegatus",510604,"2.0",FALSE,367850,30.3830604553,149854,1806,123179,"PreservedSpecimen",FALSE,"18c18fc4-0099-4094-b478-5bb4316f72fd","31","Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-81.250831604,"Invertebrate Zoology: Echinoderms",241833600000,367850,"Odontophora",241833600000,"8","Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1977-08-31T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"USNM",241833600000,"Carinacea","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","Texas Instruments For BLM / MMS",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",36.11,12115,22.82,14,"E19632.327190",NA,12,NA,NA,NA,12,12,"Off Florida","Serafy, K.","observedindividualcount=2;","National Museum of Natural History, Smithsonian Institution",NA,"(Lamarck)","Dry",NA,NA,"0862-4",NA,NA,NA,NA,"1978-03-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",1981,"urn:lsid:marinespecies.org:taxname:367850","1981","Lytechinus variegatus",510604,"1.0",FALSE,367850,34.4016685486,149854,1806,123179,"PreservedSpecimen",FALSE,"18e5bdcf-bec8-42de-8f5e-1a039eb5ad1b","11","Camarodonta",510534,"89e23fc8-3f61-4480-9de3-358fe6eefe0b",-76.5833282471,"Invertebrate Zoology: Echinoderms",353116800000,367850,"Odontophora",353116800000,"3","Lytechinus","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010","1981-03-11T12:00:00Z",FALSE,"Echinacea",FALSE,149855,240777,"Lytechinus variegatus",TRUE,148744,510517,"USNM",353116800000,"Carinacea","Echinoidea","Echinidea",510518,"North Atlantic Ocean","Animalia","Duke University For Minerals Management Service/Bureau of Land Management BLM/ MMS",123082,"Echinodermata","Lytechinus variegatus",NA,"Echinozoa","Euechinoidea","Toxopneustidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",36.06,20060,22.73,20,"E29706.337789",NA,18,NA,NA,NA,18,18,"Off North Carolina","Ustach, J. F.","observedindividualcount=1;","National Museum of Natural History, Smithsonian Institution",NA,"(Lamarck)","Alcohol (Ethanol)",NA,NA,"818071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
