"x","y"
-1251.3808732398,2790.32745293646
1421.3376787454,778.460965206512
-251.696392692559,1318.50485648556
2637.76081866924,-2593.75296136003
-1604.71227422728,3294.62541290252
-1043.05896408412,3178.21261376878
2645.66939624662,-2589.78044593069
-1543.11100174806,3198.31635509585
-1242.76710322369,1481.69704914628
2654.98242572204,-2592.79797021662
-683.801524144972,1037.6454344744
2625.74489633917,-2618.1671683038
-1081.93436871241,3459.05295784664
-1214.06320075839,2709.08706300216
-1147.05573365074,2722.29839211847
-897.510862526002,3547.55047651042
-1362.00247214364,2953.56875530143
-1037.03304286196,3248.63582154173
-1096.46576323879,3238.876005355
-447.157072818234,1250.50712466371
-1067.60503208526,3243.60950822126
-796.358344779931,2719.69719316968
-1005.77879292292,3481.04871250469
777.600936749907,1193.73409066793
-1018.74092055742,3004.94746658363
-1708.85324644381,3314.99666850754
-1078.64603405269,3337.12223603423
-635.639685161819,3694.85672652966
-1261.87943841151,2965.89339966135
-1066.88242115014,2753.89055617776
3403.04560057722,-389.752617377788
-431.549006736078,1249.96739879212
-840.083747414332,3696.54366519569
-452.785558596154,1251.24941181792
1254.6372387151,945.599367512255
-651.930578152455,1082.81075956935
-1052.26004111825,3223.08411161767
-1148.2651190116,2730.21104596423
-945.038772478674,3579.86918940989
-1032.35835887141,3087.21216576187
-1049.9115552719,3151.3128948767
-1770.0842625838,3293.14041271607
-1368.96258052661,2844.49560282507
-842.859175400061,3648.08331335753
1629.18567485079,741.049231712101
-1447.41067089096,3066.73153516664
-1031.98866247893,3365.53780568617
-877.677048684623,3665.01653783682
-1552.98438168312,3276.39858367528
-1267.31675286331,2977.11111167931
-233.380791853331,1354.26283720549
-1037.33732401969,3043.37696625123
-1121.1848173519,2734.35142150913
-607.078371496169,1147.95792663239
-2114.38056672084,2383.42871665102
-470.719767712672,2641.55919311811
-1047.45801409623,3020.6729486851
-465.133161766185,1238.33456438838
-1297.01522451538,1346.97043349997
-460.088009832903,1244.78838684873
-1358.92788175511,1029.6573493376
-1348.47419032205,1038.93446117533
-1985.61016860578,2389.81809280395
-1064.55091982524,1748.48956343904
-2060.35938906085,2517.31666501521
-1885.13054970943,2083.45332695182
2912.20016446496,-2576.57893314835
2538.94104080594,-2674.951028054
-2628.9385512606,2083.39008482575
-2633.43084226905,2089.82143768831
748.684721306989,1993.73944545259
912.628945717855,1806.89404885062
888.758922062363,1778.32272548024
912.224915959416,1793.23378142763
-1312.65818972401,3034.78036183931
-1754.42203670505,2471.43248355214
-1931.58584516901,2639.76304317637
922.142096829711,1182.87285645437
-1455.55581962281,3287.18923291291
-1027.09543932786,2876.7415127554
428.252518736376,1170.39014157644
433.465430892124,1167.07611522043
-1761.82091452497,2466.16265942794
-1738.83464719432,2430.67124383476
-1731.11475147909,2439.65066825758
-635.187564071779,3786.59027791247
-1179.67995014664,2725.63416150371
986.621839729751,1595.34547081227
-1047.13518687205,2810.83469894235
2790.74425902072,-2593.07073349974
-241.440898400914,1347.60120010297
-2049.70034635926,2495.69674080302
-253.765954113344,1348.08914698199
-1350.01743659513,3270.61850284063
911.198923053466,1813.7998145683
3395.49917556043,-1479.79137436639
188.234226838895,1199.10871936035
620.939859856319,1144.96685323049
616.068192540395,1147.7180161478
-1215.50920310157,2782.35866638305
193.675577367603,1196.38084018127
-1192.36914573798,2705.95881921769
-292.457487696739,1302.86088048409
-215.209512595872,1355.49626306985
-327.071948939854,1286.60789344292
-2762.46238818077,2179.47755758691
-2005.88840262283,2381.83788712306
-1432.31166996878,3103.17211789358
-1428.07665954362,3107.57527711025
2636.30208254295,-2611.02103235695
2675.35239890471,-2614.92453095832
-1186.12384373265,2715.30981045584
-1306.79174207058,3208.34514459671
-1186.22331967847,2806.53455290874
-1172.65629340364,2776.99137692818
-1351.09778455419,2763.84722833749
2596.91324097074,-2628.25960001295
2554.18254397825,-2652.05721081689
-2180.67800199196,2213.39428086236
-1312.85708980412,3099.69073871872
2895.29356370823,-2596.89898642922
-2742.01458811392,2165.56934899134
3125.88657397829,-2361.98841113225
-1760.8599251387,2426.69829764107
-2847.67607162474,2751.18325921969
3720.97413226246,-1117.15439460212
2779.59392648121,-2590.4297189532
2895.35044985409,-2601.97760100743
2693.66644531704,-2585.13396871428
3089.55120209676,-2471.15449711763
-282.150590491634,2070.86623551322
2179.5697817784,-3025.37861333355
2168.20357044171,-3091.46449289844
2178.83859767125,-3072.80920778189
2900.80868501789,-2587.11013356062
3344.34282222312,-1533.10930969067
-2284.29296888743,2105.28127996072
-2754.43906435394,2168.26023762046
3809.42701905245,-968.280995785442
-1173.2760039008,2702.63940898014
-2307.52690780763,2221.05959382864
-2373.92580279993,3119.66433191969
-1134.94597825213,3363.20621842593
-2415.57173741658,3150.45074766998
2768.53819376829,-2606.04520283431
-2294.93288200305,2094.49141585483
-2284.22503257163,2099.71270340726
3094.69828012515,-2424.35755323352
-2438.57172175101,3151.73579487121
-2303.07256374603,2085.4736881737
-979.543114637483,1055.81626634643
-1352.72223457893,1049.83831406018
-1742.53897788558,3296.5160142427
2700.8853731211,-2591.0216852421
1257.33898070254,907.150421131144
-1251.83235518577,2921.90369732349
-1304.98611421038,1858.057392963
-1221.57583377787,2917.53052356657
-1086.30698641594,2776.72439125027
-1715.72184248977,2351.15395707357
-790.334477667446,1964.8987434623
-1325.73823089368,3037.82325694525
3400.85902652137,-1468.29335137916
-2742.45591033739,2157.35399773032
-1037.0472190504,2816.09068588376
2786.64827518005,-2586.44104824424
-2323.69822117379,2089.85735249672
319.60180028015,1976.59646103889
-733.109743887251,1978.04036590996
2736.18710855105,-2600.57546555969
2780.64359637004,-2575.233576062
112.859949217134,1339.32647200198
127.298889383712,1330.92208279434
193.818903224459,1336.34749078114
2722.43578396258,-2591.01524637951
-2185.60626628849,2218.79711252487
-1531.11454553366,3288.27483839213
-1504.52321339189,3200.64739292792
522.025048384209,3538.84784719398
655.685348945082,1155.45833871747
-1328.45252989825,3102.14573083082
-1267.34964083395,2983.80188728979
638.574961010781,1211.03700062131
-1289.32712983153,3045.84184333282
458.235657384431,2026.63424562834
2244.56201957382,-2829.91398412045
3195.56313383205,-327.979412738836
3376.12051362935,-368.466235340765
3423.70208988227,-406.138458796238
3442.80553295122,-422.990741789231
3456.43220105365,-426.951450598231
3540.17081210305,-520.096172166188
3563.12353664716,-534.236255051845
