"x","y"
-1329.86080835529,3045.20652993786
-1325.6240363602,2912.96866318664
-1052.47108092376,3061.55083248137
-1355.32327234083,3073.68128304085
-1527.00289215326,3208.66071780337
2658.77613673315,-2604.70565117931
-1444.78992600697,3144.02096120001
2661.19248098251,-2599.0172926293
-1183.13212836411,2707.20777347509
-988.652066265908,1058.08698850221
2620.62537729179,-2611.45020189609
-900.161697516533,3525.85936789992
-1334.547848788,3148.40124439606
-636.774411613574,1081.29175423691
-1302.90562887074,2899.35581669454
-862.732343790674,3557.61784815747
-1365.15515219822,3046.22467819317
-634.57445848233,1125.13296169158
2679.10590416021,-2595.2010212281
-1215.44401054867,2790.02158225265
-938.179262057,3563.12862467818
2657.25939416541,-2585.09195125529
-645.758108837661,1073.39744424472
2634.94671795179,-2618.16707835625
-949.180608656823,3559.66027720461
-718.668019505081,3666.95006901546
-1407.31113519955,3053.43625422267
2662.15904503226,-2592.69932812184
-1301.51992766813,3040.7228841007
-1237.38797050561,2910.68288242126
1372.16971786736,848.406037097178
2630.34341038354,-2610.69177187334
-885.678726138768,3649.98842643672
3220.38202915248,-283.735742234146
-896.284312095691,3602.37153960823
-1034.27248129225,3331.0171586641
-1118.34032347138,3338.17479239963
-633.235981003441,3756.80423373112
-2192.69537824536,2333.69637401846
-1086.52098127046,1042.90247151682
-1403.07101815494,2793.31925474164
-754.111747088848,3645.42808275644
-1939.03609594466,1874.65249534034
-1728.98614101399,3272.40855299369
2567.16145727123,-2673.37445344169
-631.828290713363,1131.66593801741
2631.94233784093,-2595.14735770766
-970.746258117917,3556.42127361015
-1058.39820883592,3133.34245593087
-1073.26804710308,3445.18790923802
-1325.14345422938,2791.97086110199
-1365.10280276403,2738.24519852868
-845.052890713264,3592.47036207444
-845.01780904783,3569.15358371281
-1603.47759922731,3305.4181981371
2526.71815647247,-2683.57097786452
-1407.77392185816,3047.66491777419
-1297.22070705752,2951.61530677936
2673.02372720757,-2601.49349715775
-1372.57018529976,3074.5488126498
2600.37986594872,-2632.95526389557
-1264.56978925586,2911.36965103264
-1280.41594440554,1388.28223540487
-1024.32223809849,3335.69992252875
-1415.54849784113,3047.72663847506
-1037.2362938544,3121.51861112149
-1370.42364898399,2901.20353177417
2637.10912918416,-2605.32803636987
790.22904754568,1896.37886420255
-1157.20824855966,2722.20799814285
-1023.42510522322,3087.87726922275
-921.292501620005,3598.78691856486
-632.045493081451,3777.83842564011
-808.202086563609,953.900079011322
-1712.8656784935,3309.73337967305
3355.11928166438,-1560.81357618882
2659.03998150031,-2610.9707516727
-1065.93815438913,1055.66366734586
-1201.40575158318,2789.93924202915
-1342.06105099631,2792.25305035324
2681.41625473508,-2608.83110677923
-1249.56136828663,2899.61664386729
-1234.48639370697,2950.4351232448
2562.83401178038,-2645.36065604218
2579.1789064661,-2667.45318102974
2651.13770228696,-2599.98012683837
-1525.08276989294,3217.23523202941
-1367.44506712074,3070.12369660273
-1108.95569630932,3363.0555694367
-1366.30237732592,2914.07754048064
2219.60238608468,-2852.13074701165
-811.638761360809,958.935946133114
-1415.31179169269,2904.57990942058
-1280.80445697622,3005.76311700851
-1090.18477227075,3224.37393153201
-1401.88115840263,2915.0760481327
2624.13672398404,-2605.92992042974
-1325.45708413824,1023.35931662083
-1041.61193709516,3024.91031247113
2549.04827674244,-2664.64286893539
2667.21263133927,-2597.6355982144
-1355.21690042667,2731.42154729819
-216.907516811939,1345.55913994621
-1413.43188146195,2917.22279613637
-707.227246311233,2917.89829964795
-1043.52779815854,3276.01146171666
-1115.7073258123,3332.93193494121
-1356.33519862764,2739.20168618344
-1121.72619906891,3380.83769665826
-1038.81510267062,3142.24208353059
-1286.14887596829,2842.87932482012
2526.99071599239,-2677.56590517148
-1248.20831745937,2842.02735207088
3365.90175162918,-351.572386711527
-858.078522081952,3576.71515671231
-1274.74887849056,2911.63081118449
-1313.25806601905,2717.05490859289
-1039.91189795342,3393.31298167925
-495.555577869057,2478.71866424529
-1530.39719380766,3239.49435275846
-1109.17474160795,3368.43876914882
-879.071568775096,3626.51866215161
-1344.30802472857,2761.11496553246
-1279.61823205551,1394.41689302719
-1244.36620721205,2873.17629076747
1387.05848406447,841.187645883945
