"","rand1","rand2","rand3","rand4","rand5","rand6","rand7","rand8","rand9","rand10","rand11","rand12","rand13","rand14","rand15","rand16","rand17","rand18","rand19","rand20"
"BO21_tempmean_ss",0.319336,0.317386,0.345614,0.321708,0.348715,0.28288,0.262493,0.324644,0.291694,0.356822,0.318094,0.314292,0.332488,0.350259,0.333623,0.318107,0.33791,0.341349,0.344283,0.320648
"BO21_salinitymin_ss",0.091883,0.092116,0.092745,0.085585,0.095263,0.096121,0.082076,0.095688,0.085549,0.082077,0.092482,0.085577,0.083695,0.09979,0.071269,0.0807099999999999,0.088382,0.085939,0.0967,0.070839
"BO21_lightbotmax_bdmax",0.319188,0.338777,0.280532,0.328719,0.352366,0.338841,0.34386,0.346377,0.36067,0.342693,0.324472,0.315528,0.350932,0.340211,0.356824,0.322096,0.340624,0.320892,0.300177,0.361241
"BO_ph",0.051366,0.05833,0.055131,0.046059,0.050434,0.0453209999999999,0.054532,0.060519,0.0627799999999999,0.070642,0.043862,0.053674,0.0466569999999999,0.050717,0.072153,0.062947,0.060627,0.055231,0.047655,0.052229
"BO21_chlomean_ss",0.180744,0.202837,0.163718,0.157973,0.168165,0.186427,0.146113,0.172391,0.136612,0.177697,0.161396,0.176934,0.186739,0.136263,0.212272,0.192298,0.15699,0.147427,0.158111,0.158478
"BO21_silicatemean_ss",0.057576,0.061343,0.074365,0.049169,0.062852,0.043729,0.041521,0.05363,0.045363,0.048363,0.04917,0.046091,0.0573129999999999,0.06438,0.049005,0.05665,0.065709,0.050714,0.053652,0.049957
"BO21_dissoxmin_ss",0.122286,0.109889,0.136151,0.142445,0.127495,0.121713,0.129928,0.129623,0.132251,0.133762,0.130823,0.132462,0.149652,0.137753,0.123633,0.142518,0.139783,0.13599,0.121384,0.125547
