"","rand1","rand2","rand3","rand4","rand5","rand6","rand7","rand8","rand9","rand10","rand11","rand12","rand13","rand14","rand15","rand16","rand17","rand18","rand19","rand20"
"BO21_tempmean_ss",0.291557,0.311998,0.331636,0.366789,0.332747,0.362912,0.28813,0.278918,0.39654,0.300141,0.293401,0.333058,0.336697,0.388244,0.3271,0.324945,0.290751,0.35644,0.33718,0.332036
"BO21_salinitymin_ss",0.046435,0.057747,0.037212,0.056635,0.049125,0.05309,0.039873,0.043787,0.051783,0.041374,0.049459,0.038982,0.055387,0.038314,0.044967,0.05043,0.042381,0.047772,0.053677,0.053149
"BO21_lightbotmax_bdmax",0.319082,0.357696,0.294742,0.320994,0.297459,0.265734,0.346566,0.398695,0.356414,0.283373,0.320634,0.261075,0.337728,0.345654,0.296727,0.299343,0.242434,0.284569,0.288541,0.270689
"BO_ph",0.035003,0.030257,0.047644,0.034937,0.033893,0.027628,0.031726,0.038421,0.028356,0.035619,0.035988,0.033744,0.030712,0.045634,0.0268389999999999,0.03515,0.031846,0.023064,0.025871,0.026307
"BO21_chlomean_ss",0.316396,0.284211,0.281823,0.264924,0.286931,0.240626,0.332592,0.290836,0.269845,0.241406,0.253617,0.276101,0.261321,0.339572,0.278424,0.295773,0.294644,0.31675,0.286794,0.247644
"BO21_silicatemean_ss",0.038366,0.036279,0.0373250000000001,0.0579499999999999,0.042643,0.03837,0.028593,0.035099,0.047223,0.0448539999999999,0.0514869999999999,0.039526,0.05039,0.048315,0.0394330000000001,0.030851,0.05601,0.025284,0.0406339999999999,0.027597
"BO21_dissoxmin_ss",0.081104,0.085692,0.078807,0.072572,0.07119,0.075152,0.067974,0.05882,0.0818759999999999,0.073086,0.0829,0.075911,0.069625,0.070624,0.096176,0.069464,0.067446,0.067214,0.081971,0.079911
