"","RF.RUN1.PA1","GBM.RUN1.PA1","GLM.RUN1.PA1","GAM.RUN1.PA1","RF.RUN2.PA1","GBM.RUN2.PA1","GLM.RUN2.PA1","GAM.RUN2.PA1","RF.RUN3.PA1","GBM.RUN3.PA1","GLM.RUN3.PA1","GAM.RUN3.PA1","RF.RUN4.PA1","GBM.RUN4.PA1","GLM.RUN4.PA1","GAM.RUN4.PA1","RF.RUN5.PA1","GBM.RUN5.PA1","GLM.RUN5.PA1","GAM.RUN5.PA1","RF.RUN6.PA1","GBM.RUN6.PA1","GLM.RUN6.PA1","GAM.RUN6.PA1"
"BO21_tempmean_ss",0.074,0.134,0.661,0.591,0.092,0.129,0.799,0.651,0.132,0.315,0.791,0.788,0.144,0.325,0.485,0.712,0.15,0.325,0.59,0.633,0.123,0.294,0.595,0.811
"BO21_salinitymin_ss",0.052,0.037,0.266,0.526,0.046,0.039,0.458,0.465,0.092,0.112,0.216,0.318,0.035,0.013,0.352,0.654,0.047,0.015,0.271,0.233,0.053,0.03,0.242,0.276
"BO21_lightbotmax_bdmax",0.182,0.487,0.343,0.353,0.171,0.308,0.362,0.507,0.122,0.268,0.433,0.415,0.189,0.427,0.428,0.428,0.193,0.397,0.445,0.529,0.174,0.351,0.397,0.547
"BO_ph",0.043,0.068,0.204,0.259,0.008,0.005,0.201,0.251,0.015,0.002,0.207,0.301,0.017,0.06,0.211,0.381,0.025,0.073,0.323,0.345,0.019,0.029,0.188,0.311
"BO21_chlomean_ss",0.172,0.056,0.37,0.649,0.256,0.519,0.546,0.751,0.148,0.117,0.394,0.564,0.169,0.09,0.381,0.53,0.164,0.058,0.457,0.61,0.168,0.099,0.346,0.547
"BO21_silicatemean_ss",0.02,0.032,0.169,0.249,0.014,0.032,0.342,0.056,0.035,0.111,0.246,0.292,0.017,0.034,0.156,0.292,0.023,0.062,0.445,0.105,0.025,0.044,0.204,0.266
"BO21_dissoxmin_ss",0.023,0.07,0.408,0.549,0.036,0.045,0.515,0.467,0.023,0.049,0.486,0.57,0.016,0.006,0.455,0.524,0.027,0.059,0.431,0.606,0.022,0.053,0.391,0.574
