"country","date_year","habitat","institutionID","scientificNameID","year","scientificName","superfamilyid","county","dropped","aphiaID","language","decimalLatitude","subclassid","type","phylumid","familyid","occurrenceStatus","basisOfRecord","terrestrial","fieldNotes","maximumDepthInMeters","id","day","order","organismQuantity","verbatimEventDate","infraorderid","sampleSizeUnit","island","dataset_id","locality","stateProvince","decimalLongitude","verbatimLocality","date_end","speciesid","occurrenceID","superfamily","verbatimLatitude","date_start","month","genus","organismQuantityType","samplingProtocol","parentEventID","eventDate","continent","eventID","brackish","superorder","scientificNameAuthorship","islandGroup","absence","samplingEffort","taxonRank","eventRemarks","superorderid","genusid","originalScientificName","marine","minimumDepthInMeters","subphylumid","infraclassid","vernacularName","institutionCode","countryCode","verbatimLongitude","date_mid","infraclass","class","infraorder","nomenclaturalCode","orderid","datasetName","geodeticDatum","taxonomicStatus","kingdom","waterBody","specificEpithet","recordedBy","classid","phylum","depth","previousIdentifications","species","locationID","verbatimCoordinates","subphylum","subclass","datasetID","family","kingdomid","sampleSizeValue","node_id","sss","shoredistance","sst","bathymetry","catalogNumber","collectionCode","collectionID","municipality","nameAccordingToID","minimumElevationInMeters","maximumElevationInMeters","preparations","nameAccordingTo","identifiedBy","verbatimSRS","modified","infraspecificEpithet","recordNumber","higherGeography","typeStatus","georeferenceSources","dynamicProperties","individualCount","associatedReferences","fieldNumber","bibliographicCitation","dateIdentified","references","georeferenceRemarks","eventTime","georeferencedDate","georeferencedBy","ownerInstitutionCode","locationRemarks","occurrenceRemarks","rightsHolder","locationAccordingTo","license","identificationVerificationStatus","identificationRemarks","georeferenceVerificationStatus","accessRights","higherGeographyID","georeferenceProtocol","disposition","otherCatalogNumbers","verbatimCoordinateSystem","verbatimDepth","coordinatePrecision","coordinateUncertaintyInMeters","sex","lifeStage"
"Colombia",2002,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2002","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5489166,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",6,"49f283c0-7b3a-4326-b14e-97b47ddb27c1","13","Camarodonta","6","2002/11/13",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Acuario Estación ACU 2","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.69695,"Acuario 2",1037145600000,422490,"INVEMAR:SIMAC:InvVag:ACU-2:2002:S4:000682","Odontophora","12° 32' 56"" N",1037145600000,"11","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:ACU","2002-11-13","SA","INVEMAR:SIMAC:InvVag:ACU-2:2002-11-13",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somera.",149855,206063,"Tripneustes ventricosus",TRUE,3,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 41' 49"" W",1037145600000,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2002","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Juan Pablo Caldas | Sonia Bejarano",123082,"Echinodermata",4.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 41' 49"" W 12° 32' 56"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2002","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,790,28.18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2001,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2001","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5551833,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",6,"4afceeb5-508a-41ef-bcee-8f18393b0ca6","22","Camarodonta","1","2001/10/22",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Acuario Estación ACU 1","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.6956166,"Acuario 1",1003708800000,422490,"INVEMAR:SIMAC:InvVag:ACU-1:2001:S5:000186","Odontophora","12° 33' 18.6"" N",1003708800000,"10","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:ACU","2001-10-22","SA","INVEMAR:SIMAC:InvVag:ACU-1:2001-10-22",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somera.",149855,206063,"Tripneustes ventricosus",TRUE,3,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 41' 44.2"" W",1003708800000,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2001","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Valeria Pizarro | Sonia Bejarano",123082,"Echinodermata",4.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 41' 44.2"" W 12° 33' 18.6"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2001","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,749,28.18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2001,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2001","Tripneustes ventricosus",510604,"Providencia",FALSE,422490,"es",13.3713833,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",12,"4aff5448-42b0-411a-a365-de044d7cb414","25","Camarodonta","1","2001/10/25",510534,"metros cuadrados","Providencia","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, The Bar Estación BAR 2","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.4032,"The Bar 2",1.003968e+12,422490,"INVEMAR:SIMAC:InvVag:BAR-2:2001:M3:000322","Odontophora","13° 22' 16.9"" N",1.003968e+12,"10","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:BAR","2001-10-25","SA","INVEMAR:SIMAC:InvVag:BAR-2:2001-10-25",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad intermedio.",149855,206063,"Tripneustes ventricosus",TRUE,5,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 24' 11.5"" W",1.003968e+12,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2001","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Valeria Pizarro | Sonia Bejarano",123082,"Echinodermata",8.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 24' 11.5"" W 13° 22' 16.9"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2001","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.74,1698,28.14,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",1968,NA,NA,"urn:lsid:marinespecies.org:taxname:422490","1968","Tripneustes ventricosus",510604,NA,FALSE,422490,NA,11.2498779297,149854,NA,1806,123179,NA,"PreservedSpecimen",FALSE,NA,NA,"4ca6184d-e311-4e13-93e8-8de54d2b481e",NA,"Camarodonta",NA,NA,510534,NA,NA,"f7777a70-e23c-436a-a0cb-9200bf87e194","Punta Betin-Bahia de Santa Marta","MAGDALENA",-74.2200775146,NA,-47347200000,422490,NA,"Odontophora",NA,-47347200000,NA,"Tripneustes",NA,NA,NA,"1968-07-02T00:00:00Z",NA,NA,FALSE,"Echinacea","(Lamarck, 1816)",NA,FALSE,NA,NA,NA,149855,206063,"Tripneustes ventricosus",TRUE,NA,148744,510517,NA,"UJTL-MM",NA,NA,-47347200000,"Carinacea","Echinoidea","Echinidea",NA,510518,NA,NA,NA,"Animalia","Caribe",NA,"VII Seminario Ciencias del Mar",123082,"Echinodermata",NA,NA,"Tripneustes ventricosus",NA,NA,"Echinozoa","Euechinoidea",NA,"Toxopneustidae",2,NA,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.24,67,27.49,24,"EQU-1485","MHNMC",NA,NA,NA,NA,NA,NA,NA,"Giomar Helena Borrero Perez",NA,NA,NA,NA,NA,NA,NA,NA,"1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2001,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2001","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5831666,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",6,"4fd47e6a-aa25-446b-a425-605e5d6e38ef","19","Camarodonta","6","2001/10/19",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, little Reef Estación LIT 2","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.6851,"Little Reef 2",1003449600000,422490,"INVEMAR:SIMAC:InvVag:LIT-2:2001:S2:000157","Odontophora","12° 34' 59.3"" N",1003449600000,"10","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:LIT","2001-10-19","SA","INVEMAR:SIMAC:InvVag:LIT-2:2001-10-19",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somera.",149855,206063,"Tripneustes ventricosus",TRUE,3,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 41' 6.3"" W",1003449600000,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2001","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Valeria Pizarro | Sonia Bejarano",123082,"Echinodermata",4.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 41' 6.3"" W 12° 34' 59.3"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2001","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,303,28.18,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1997,NA,NA,"urn:lsid:marinespecies.org:taxname:422490","1997","Tripneustes ventricosus",510604,NA,FALSE,422490,NA,-19.269,149854,NA,1806,123179,NA,"PreservedSpecimen",FALSE,NA,67,"522a82fa-65d2-4087-a4ba-5010d06e1159","22","Camarodonta",NA,NA,510534,NA,NA,"300cb5e2-4431-4ec8-af71-8c6078305e50",NA,NA,-38.015,NA,880156800000,422490,NA,"Odontophora",NA,880156800000,"11","Tripneustes",NA,NA,NA,"1997-11-22T12:00:00Z",NA,NA,FALSE,"Echinacea","(Lamarck, 1816)",NA,FALSE,NA,NA,NA,149855,206063,"Tripneustes ventricosus",TRUE,67,148744,510517,NA,"REVIZEE",NA,NA,880156800000,"Carinacea","Echinoidea","Echinidea",NA,510518,NA,NA,NA,"Animalia",NA,NA,NA,123082,"Echinodermata",67,NA,"Tripneustes ventricosus",NA,NA,"Echinozoa","Euechinoidea",NA,"Toxopneustidae",2,NA,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",37.21,160183,26.1,55,"VLNVZ 123","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Ventura, C.R.R.; Lima, R.P.N.; Nobre, C.C.; Verísssimo, I.; Zama, P.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2-20R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2004,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2004","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5131333,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",18,"54a8f8b5-9f05-4c2a-9667-551df1e24ef9","28","Camarodonta","1","2004/09/28",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Wild Life Estación WLF 1","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.7312333,"Wild Life",1096329600000,422490,"INVEMAR:SIMAC:InvVag:WLF-1:2004:S5:001323","Odontophora","12° 30' 47.2"" N",1096329600000,"09","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:WLF","2004-09-28","SA","INVEMAR:SIMAC:InvVag:WLF-1:2004-09-28",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Niveles profundidad somero, intermedio, profundo. Estación proyecto SIMAC. Monitoreo de temperatura en la estación de nivel medio.",149855,206063,"Tripneustes ventricosus",TRUE,3,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 43' 52.4"" W",1096329600000,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2004","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Alberto Rodríguez Ramirez | Adriana Aguirre Aguirre",123082,"Echinodermata",10.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 43' 52.4"" W 12° 30' 47.2"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2004","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,124,28.18,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2001,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2001","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5687,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",12,"5589fa86-e0f1-4b1f-924f-b3698479dffd","30","Camarodonta","3","2001/10/30",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Emisario Estación EMI 2","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.7258,"Emisario 2",1.0044e+12,422490,"INVEMAR:SIMAC:InvVag:EMI-2:2001:M4:000329","Odontophora","12° 34' 7.3"" N",1.0044e+12,"10","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:EMI","2001-10-30","SA","INVEMAR:SIMAC:InvVag:EMI-2:2001-10-30",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad intermedio.",149855,206063,"Tripneustes ventricosus",TRUE,9,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 43' 32.8"" W",1.0044e+12,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2001","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Valeria Pizarro | Sonia Bejarano",123082,"Echinodermata",10.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 43' 32.8"" W 12° 34' 7.3"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2001","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,254,28.18,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2002,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2002","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5551833,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",6,"57ab4bd0-8cbc-4328-ae5f-9c63bc0a09aa","07","Camarodonta","6","2002/11/07",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, Acuario Estación ACU 1","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.6956166,"Acuario 1",1036627200000,422490,"INVEMAR:SIMAC:InvVag:ACU-1:2002:S2:000661","Odontophora","12° 33' 18.6"" N",1036627200000,"11","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:ACU","2002-11-07","SA","INVEMAR:SIMAC:InvVag:ACU-1:2002-11-07",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somera.",149855,206063,"Tripneustes ventricosus",TRUE,3,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 41' 44.2"" W",1036627200000,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2002","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Juan Pablo Caldas | Sonia Bejarano",123082,"Echinodermata",4.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 41' 44.2"" W 12° 33' 18.6"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2002","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,749,28.18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2002,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2002","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5831666,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",6,"5c101aad-f1b7-48f1-8d6d-b02cee02634f","15","Camarodonta","2","2002/11/15",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, little Reef Estación LIT 2","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.6851,"Little Reef 2",1037318400000,422490,"INVEMAR:SIMAC:InvVag:LIT-2:2002:S3:000740","Odontophora","12° 34' 59.3"" N",1037318400000,"11","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:LIT","2002-11-15","SA","INVEMAR:SIMAC:InvVag:LIT-2:2002-11-15",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somera.",149855,206063,"Tripneustes ventricosus",TRUE,3,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 41' 6.3"" W",1037318400000,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2002","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Juan Pablo Caldas | Sonia Bejarano",123082,"Echinodermata",4.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 41' 6.3"" W 12° 34' 59.3"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2002","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.71,303,28.18,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",2002,"Area coralina","800250062-0","urn:lsid:marinespecies.org:taxname:422490","2002","Tripneustes ventricosus",510604,"San Andrés",FALSE,422490,"es",12.5847166,149854,"Evento",1806,123179,"present","HumanObservation",FALSE,"El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",6,"5cd95a39-2dd9-4257-89b3-640e097ce632","14","Camarodonta","1","2002/11/14",510534,"metros cuadrados","San Andrés Isla","fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce","Reserva de Biosfera Sea Flower, little Reef Estación LIT 1","Archipiélago de San Andrés, Providencia y Santa Catalina",-81.6862833,"Little Reef 1",1.037232e+12,422490,"INVEMAR:SIMAC:InvVag:LIT-1:2002:S2:000711","Odontophora","12° 35' 4.9"" N",1.037232e+12,"11","Tripneustes","Individuos","Protocolo SIMAC - Abundancia de invertebrados vágiles","INVEMAR:SIMAC:InvVag:LIT","2002-11-14","SA","INVEMAR:SIMAC:InvVag:LIT-1:2002-11-14",FALSE,"Echinacea","(Lamarck, 1816)","Archipiélago de San Andrés, Providencia y Santa Catalina",FALSE,"5 transectos X 3 parcelas= 15 transectos","Especie","Nivel profundidad somera.",149855,206063,"Tripneustes ventricosus",TRUE,3,148744,510517,"Erizo","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","CO","81° 41' 10.6"" W",1.037232e+12,"Carinacea","Echinoidea","Echinidea","ICZN",510518,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2002","WGS84","Válido","Animalia","Mar Caribe","ventricosus","Juan Pablo Caldas | Sonia Bejarano",123082,"Echinodermata",4.5,"Tripneustes ventricosus","Tripneustes ventricosus","http://marineregions.org/mrgid/25303","81° 41' 10.6"" W 12° 35' 4.9"" N","Echinozoa","Euechinoidea","INVEMAR:SIMAC:2002","Toxopneustidae",2,"20","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",35.72,291,28.18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",1968,NA,NA,"urn:lsid:marinespecies.org:taxname:422490","1968","Tripneustes ventricosus",510604,NA,FALSE,422490,NA,11.3106632233,149854,NA,1806,123179,NA,"PreservedSpecimen",FALSE,NA,NA,"5f5a22d6-8038-4555-952c-4812a2907f7f",NA,"Camarodonta",NA,NA,510534,NA,NA,"f7777a70-e23c-436a-a0cb-9200bf87e194","Bahia Concha","MAGDALENA",-74.1666564941,NA,-47347200000,422490,NA,"Odontophora",NA,-47347200000,NA,"Tripneustes",NA,NA,NA,"1968-07-02T00:00:00Z",NA,NA,FALSE,"Echinacea","(Lamarck, 1816)",NA,FALSE,NA,NA,NA,149855,206063,"Tripneustes ventricosus",TRUE,NA,148744,510517,NA,"UJTL-MM",NA,NA,-47347200000,"Carinacea","Echinoidea","Echinidea",NA,510518,NA,NA,NA,"Animalia","Caribe",NA,"Alumnos Ciencias del Mar",123082,"Echinodermata",NA,NA,"Tripneustes ventricosus",NA,NA,"Echinozoa","Euechinoidea",NA,"Toxopneustidae",2,NA,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.36,559,27.31,34,"EQU-1490","MHNMC",NA,NA,NA,NA,NA,NA,NA,"Giomar Helena Borrero Perez",NA,NA,NA,NA,NA,NA,NA,NA,"2.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia",1976,NA,NA,"urn:lsid:marinespecies.org:taxname:422490","1976","Tripneustes ventricosus",510604,NA,FALSE,422490,NA,10.3308868408,149854,NA,1806,123179,NA,"PreservedSpecimen",FALSE,NA,NA,"60329fa3-3c70-46ad-aec1-ca5b91d857da",NA,"Camarodonta",NA,NA,510534,NA,NA,"f7777a70-e23c-436a-a0cb-9200bf87e194","Isla de Tierra Bomba - Bahia de Cartagena","BOLIVAR",-75.5938415527,NA,205113600000,422490,NA,"Odontophora",NA,205113600000,NA,"Tripneustes",NA,NA,NA,"1976-07-02T00:00:00Z",NA,NA,FALSE,"Echinacea","(Lamarck, 1816)",NA,FALSE,NA,NA,NA,149855,206063,"Tripneustes ventricosus",TRUE,NA,148744,510517,NA,"UJTL-MM",NA,NA,205113600000,"Carinacea","Echinoidea","Echinidea",NA,510518,NA,NA,NA,"Animalia","Caribe",NA,"Ramon Alvarez",123082,"Echinodermata",NA,NA,"Tripneustes ventricosus",NA,NA,"Echinozoa","Euechinoidea",NA,"Toxopneustidae",2,NA,"310922b4-9d0c-4de1-92d7-9b442d34765b",35.19,64,28.53,27,"EQU-1460","MHNMC",NA,NA,NA,NA,NA,NA,NA,"Ramon Alvarez",NA,NA,NA,NA,NA,NA,NA,NA,"1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
