"decimalLongitude","decimalLatitude"
-64.7083333333333,32.375
-80.0416666666667,26.9583333333333
-81.2083333333333,24.7083333333333
-81.125,24.7083333333333
-81.125,24.625
-81.7083333333333,24.5416666666667
-81.375,24.5416666666667
-77.7916666666667,23.7083333333333
-77.125,23.4583333333333
-86.9583333333333,21.875
-86.625,21.7916666666667
-87.9583333333333,21.625
-97.2083333333333,21.4583333333333
-86.7916666666667,21.0416666666667
-86.7916666666667,20.9583333333333
-86.875,20.875
-86.875,20.7916666666667
-86.9583333333333,20.7083333333333
-87.2083333333333,20.375
-68.9583333333333,20.0416666666667
-87.625,19.625
-87.625,19.2916666666667
-96.0416666666667,19.2083333333333
-96.0416666666667,19.125
-95.9583333333333,19.125
-95.7916666666667,19.125
-87.7083333333333,18.7083333333333
-87.7083333333333,18.625
-94.7916666666667,18.5416666666667
-77.9583333333333,18.4583333333333
-77.4583333333333,18.4583333333333
-77.375,18.4583333333333
-65.7083333333333,18.375
-64.625,18.375
-63.0416666666667,18.0416666666667
-62.875,17.4583333333333
-78.7916666666667,17.2916666666667
-78.5416666666667,17.2083333333333
-87.7083333333333,16.7083333333333
-61.5416666666667,16.375
-61.4583333333333,16.2083333333333
-61.7916666666667,16.125
-79.875,15.7916666666667
-60.875,14.375
-81.375,13.375
-59.5416666666667,13.0416666666667
-81.7083333333333,12.625
-81.7083333333333,12.5416666666667
-72.2083333333333,12.2083333333333
-74.125,11.375
-74.2083333333333,11.2916666666667
-74.125,11.2916666666667
-74.2083333333333,11.2083333333333
-75.5416666666667,10.375
-75.625,10.2916666666667
-75.7083333333333,10.2083333333333
-75.625,10.2083333333333
-79.7083333333333,9.54166666666667
-78.9583333333333,9.54166666666667
-78.875,9.54166666666667
-82.2916666666667,9.45833333333334
-82.2083333333333,9.375
-82.125,9.29166666666667
-80.0416666666667,9.29166666666667
-77.375,8.70833333333334
-77.375,8.625
-77.2916666666667,8.625
-38.5416666666667,-12.9583333333333
-38.375,-12.9583333333333
-38.4583333333333,-16.375
-38.625,-16.5416666666667
-38.875,-19.2916666666667
-38.0416666666667,-19.2916666666667
-29.2916666666667,-20.5416666666667
-40.9583333333333,-21.4583333333333
-41.9583333333333,-22.5416666666667
-41.875,-22.7916666666667
-43.125,-22.9583333333333
-43.0416666666667,-22.9583333333333
-42.0416666666667,-22.9583333333333
-76.0416666666667,35.2083333333333
-80.7916666666667,32.4583333333333
-45.0416666666667,-0.125
-59.7083333333333,-40.9583333333333
-47.7083333333333,1.375
-48.2916666666667,1.875
-71.625,40.375
-79.625,32.7916666666667
-89.625,29.2916666666667
-67.5416666666667,41.2916666666667
-55.0416666666667,-35.4583333333333
-75.5416666666667,39.375
-56.625,-38.7083333333333
-83.5416666666667,29.625
-76.875,7.875
-69.7916666666667,41.125
-94.875,28.7083333333333
-66.9583333333333,40.875
-60.7083333333333,-40.5416666666667
-96.7083333333333,28.2083333333333
-61.2916666666667,-41.5416666666667
-58.875,-40.5416666666667
-73.875,38.375
-75.5416666666667,36.9583333333333
-46.7916666666667,1.45833333333334
-51.9583333333333,6.04166666666667
-92.7083333333333,28.625
-67.2083333333333,41.4583333333333
-45.875,0.625
-60.625,9.125
-64.125,-41.7916666666667
-36.375,-10.625
-51.7083333333333,4.95833333333334
-60.9583333333333,10.2083333333333
-51.875,4.95833333333334
-91.125,28.625
-50.7916666666667,4.625
-70.7083333333333,41.5416666666667
-50.4583333333333,2.79166666666667
-82.625,25.7916666666667
-56.375,-40.125
-54.5416666666667,-35.875
-51.2916666666667,-33.4583333333333
-63.0416666666667,-41.7083333333333
-47.625,-26.125
-61.875,10.7083333333333
-77.9583333333333,33.2916666666667
-73.7916666666667,38.875
-75.2916666666667,39.125
-74.0416666666667,38.625
-49.9583333333333,-29.625
-91.625,28.7916666666667
-86.2916666666667,30.375
-83.375,14.7083333333333
-97.0416666666667,27.2083333333333
-51.2083333333333,-30.2916666666667
-74.7916666666667,38.125
-81.9583333333333,25.5416666666667
-51.7916666666667,-33.2083333333333
-48.2916666666667,1.45833333333334
-75.125,36.7083333333333
-76.875,37.9583333333333
-53.625,-35.2916666666667
-59.0416666666667,-40.4583333333333
-81.9583333333333,25.9583333333333
-51.7083333333333,5.375
-75.375,36.875
-76.0416666666667,34.9583333333333
-96.4583333333333,26.5416666666667
-50.9583333333333,4.45833333333334
-84.0416666666667,29.875
-91.4583333333333,28.9583333333333
-76.375,37.5416666666667
-60.2916666666667,-40.5416666666667
-53.7083333333333,-35.375
-83.125,28.375
-50.625,-31.7083333333333
-74.7083333333333,36.625
-94.2083333333333,28.875
-95.7083333333333,27.7083333333333
-48.7916666666667,-29.375
-94.7083333333333,28.875
-60.375,-40.875
-92.875,29.375
-55.7916666666667,-37.2083333333333
-94.2916666666667,28.7083333333333
-84.2916666666667,27.7083333333333
-58.7083333333333,-40.625
-61.0416666666667,-41.0416666666667
-62.2916666666667,-40.375
-91.2083333333333,29.0416666666667
-66.125,41.5416666666667
-57.4583333333333,-34.875
-56.5416666666667,-40.2083333333333
-95.4583333333333,28.0416666666667
-53.4583333333333,-34.7916666666667
-51.2916666666667,4.54166666666667
-79.7083333333333,32.2083333333333
-48.875,-29.2916666666667
-61.125,-40.125
-68.7083333333333,41.125
-52.2083333333333,-34.2083333333333
-56.625,-38.7916666666667
-55.7916666666667,-35.9583333333333
-49.5416666666667,3.04166666666667
-56.5416666666667,-39.5416666666667
-54.0416666666667,6.125
-60.9583333333333,-39.625
-83.375,27.7083333333333
-47.2916666666667,0.125
-71.125,11.4583333333333
-92.875,29.4583333333333
-49.625,1.625
-60.0416666666667,-40.7916666666667
-58.375,-38.7083333333333
-48.875,0.708333333333336
-76.875,8.04166666666667
-54.875,-35.7083333333333
-88.7083333333333,29.4583333333333
-89.9583333333333,30.2083333333333
-52.2083333333333,5.625
-58.9583333333333,-41.4583333333333
-50.375,4.20833333333334
-93.2083333333333,29.125
-74.875,36.7916666666667
-51.7083333333333,-32.7916666666667
-84.125,27.7916666666667
-58.625,-40.2916666666667
-52.875,-34.375
-83.7083333333333,15.625
-63.7916666666667,-41.2083333333333
-68.4583333333333,41.125
-44.7083333333333,-0.958333333333329
-83.7916666666667,12.4583333333333
-47.875,1.54166666666667
-54.625,-36.2083333333333
-49.0416666666667,0.625
-84.625,28.0416666666667
-57.625,-39.4583333333333
-49.0416666666667,2.45833333333334
-66.875,41.7916666666667
-69.5416666666667,40.5416666666667
-56.375,-39.4583333333333
-48.7083333333333,0.458333333333336
-74.7916666666667,37.9583333333333
-54.5416666666667,-36.0416666666667
-49.2916666666667,-30.0416666666667
-94.9583333333333,28.9583333333333
-74.2916666666667,39.0416666666667
-47.375,1.04166666666667
-56.7083333333333,-36.2083333333333
-44.375,-23.125
-51.375,-31.7916666666667
-47.2083333333333,-24.9583333333333
-67.4583333333333,41.125
-73.7083333333333,40.625
-47.7083333333333,-25.2083333333333
-47.875,-25.5416666666667
-82.875,27.625
-48.2083333333333,-26.7083333333333
